Reporter	Partner	Item	Element	Year	Unit	Value	Flag
Syrian Arab Republic	Hungary	Cattle	Import Value	1986	1000 US$	1064	Official data
Syrian Arab Republic	Hungary	Cattle	Import Value	1987	1000 US$	439	Official data
Syrian Arab Republic	Hungary	Cattle	Import Value	1988	1000 US$	254	Official data
Syrian Arab Republic	Mali	Cattle	Import Quantity	2007	Head	519	Official data
Syrian Arab Republic	Mali	Cattle	Import Value	2007	1000 US$	201	Official data
Syrian Arab Republic	Netherlands	Cattle	Import Quantity	1986	Head	100	Official data
Syrian Arab Republic	Netherlands	Cattle	Import Quantity	1998	Head	2778	Official data
Syrian Arab Republic	Netherlands	Cattle	Import Quantity	1999	Head	3637	Official data
Syrian Arab Republic	Netherlands	Cattle	Import Value	1986	1000 US$	128	Official data
Syrian Arab Republic	Netherlands	Cattle	Import Value	1998	1000 US$	5221	Official data
Syrian Arab Republic	Netherlands	Cattle	Import Value	1999	1000 US$	6597	Official data
Syrian Arab Republic	New Zealand	Cattle	Import Quantity	1998	Head	392	Official data
Syrian Arab Republic	New Zealand	Cattle	Import Quantity	1999	Head	163	Official data
Syrian Arab Republic	New Zealand	Cattle	Import Value	1998	1000 US$	845	Official data
Syrian Arab Republic	New Zealand	Cattle	Import Value	1999	1000 US$	356	Official data
Syrian Arab Republic	Romania	Cattle	Import Quantity	1992	Head	295	Official data
Syrian Arab Republic	Romania	Cattle	Import Quantity	2002	Head	4905	Unofficial figure                                 
Syrian Arab Republic	Romania	Cattle	Import Quantity	2004	Head	32886	Unofficial figure                                 
Syrian Arab Republic	Romania	Cattle	Import Quantity	2006	Head	21314	Official data
Syrian Arab Republic	Romania	Cattle	Import Quantity	2007	Head	11166	Official data
Syrian Arab Republic	Romania	Cattle	Import Value	1992	1000 US$	268	Official data
Syrian Arab Republic	Romania	Cattle	Import Value	2002	1000 US$	983	Official data
Syrian Arab Republic	Romania	Cattle	Import Value	2004	1000 US$	12011	Official data
Syrian Arab Republic	Romania	Cattle	Import Value	2006	1000 US$	6785	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	1999	1000 US$	352	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2000	1000 US$	251	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2001	1000 US$	873	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2002	1000 US$	517	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2003	1000 US$	126	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2004	1000 US$	1707	Official data
Switzerland	United Kingdom	Cattle	Export Value	1993	1000 US$	22	Official data
Switzerland	United Kingdom	Cattle	Export Value	1994	1000 US$	24	Official data
Switzerland	United Kingdom	Cattle	Export Value	1995	1000 US$	29	Official data
Switzerland	United Kingdom	Cattle	Export Value	1996	1000 US$	21	Official data
Switzerland	United Kingdom	Cattle	Export Value	2002	1000 US$	3	Official data
Switzerland	United Kingdom	Cattle	Export Value	2003	1000 US$	30	Official data
Switzerland	United Kingdom	Cattle	Export Value	2008	1000 US$	6	Official data
Switzerland	United Kingdom	Cattle	Export Value	2009	1000 US$	63	Official data
Switzerland	Uzbekistan	Cattle	Export Quantity	2009	Head	332	Official data
Switzerland	Uzbekistan	Cattle	Export Value	2009	1000 US$	1266	Official data
Switzerland	Unspecified	Cattle	Import Quantity	1986	Head	34	Official data
Switzerland	Unspecified	Cattle	Import Quantity	1987	Head	20	Official data
Switzerland	Unspecified	Cattle	Import Value	1986	1000 US$	29	Official data
Switzerland	Unspecified	Cattle	Import Value	1987	1000 US$	16	Official data
Switzerland	Unspecified	Cattle	Export Quantity	1986	Head	51	Official data
Switzerland	Unspecified	Cattle	Export Quantity	1987	Head	72	Official data
Switzerland	Unspecified	Cattle	Export Quantity	2005	Head	98	Official data
Switzerland	Unspecified	Cattle	Export Quantity	2006	Head	346	Official data
Switzerland	Unspecified	Cattle	Export Value	1986	1000 US$	76	Official data
Switzerland	Unspecified	Cattle	Export Value	1987	1000 US$	69	Official data
Switzerland	Unspecified	Cattle	Export Value	2005	1000 US$	96	Official data
Switzerland	Unspecified	Cattle	Export Value	2006	1000 US$	431	Official data
Switzerland	China	Cattle	Import Quantity	1995	Head	5	Official data
Switzerland	China	Cattle	Import Value	1995	1000 US$	16	Official data
Syrian Arab Republic	Bulgaria	Cattle	Import Quantity	1992	Head	643	Official data
Syrian Arab Republic	Bulgaria	Cattle	Import Value	1992	1000 US$	549	Official data
Syrian Arab Republic	Czechoslovakia	Cattle	Import Quantity	1992	Head	686	Official data
Syrian Arab Republic	Czechoslovakia	Cattle	Import Value	1992	1000 US$	284	Official data
Syrian Arab Republic	Denmark	Cattle	Import Quantity	1988	Head	424	Official data
Syrian Arab Republic	Denmark	Cattle	Import Quantity	1989	Head	60	Official data
Syrian Arab Republic	Denmark	Cattle	Import Quantity	1998	Head	413	Official data
Syrian Arab Republic	Denmark	Cattle	Import Quantity	1999	Head	277	Official data
Syrian Arab Republic	Denmark	Cattle	Import Value	1988	1000 US$	585	Official data
Syrian Arab Republic	Denmark	Cattle	Import Value	1989	1000 US$	691	Official data
Syrian Arab Republic	Denmark	Cattle	Import Value	1998	1000 US$	1191	Official data
Syrian Arab Republic	Denmark	Cattle	Import Value	1999	1000 US$	803	Official data
Syrian Arab Republic	France	Cattle	Import Quantity	1998	Head	422	Official data
Syrian Arab Republic	France	Cattle	Import Quantity	1999	Head	781	Official data
Syrian Arab Republic	Romania	Cattle	Import Value	2007	1000 US$	4630	Official data
Syrian Arab Republic	Sudan	Cattle	Import Quantity	2007	Head	568	Official data
Syrian Arab Republic	Sudan	Cattle	Import Value	2007	1000 US$	441	Official data
Syrian Arab Republic	Turkey	Cattle	Import Quantity	1986	Head	1318	Official data
Syrian Arab Republic	Turkey	Cattle	Import Value	1986	1000 US$	272	Official data
Syrian Arab Republic	Ukraine	Cattle	Import Quantity	2004	Head	619	Unofficial figure                                 
Syrian Arab Republic	Ukraine	Cattle	Import Value	2004	1000 US$	337	Official data
Tonga	Fiji	Cattle	Import Quantity	2001	Head	33	Official data
Tonga	Fiji	Cattle	Import Quantity	2003	Head	12	Official data
Tonga	Fiji	Cattle	Import Quantity	2005	Head	10	Official data
Tonga	Fiji	Cattle	Import Value	2001	1000 US$	6	Official data
Tonga	Fiji	Cattle	Import Value	2003	1000 US$	2	Official data
Tonga	Fiji	Cattle	Import Value	2005	1000 US$	10	Official data
Tonga	New Zealand	Cattle	Import Quantity	2003	Head	15	Unofficial figure                                 
Tonga	New Zealand	Cattle	Import Value	2003	1000 US$	1	Official data
Tonga	United States of America	Cattle	Import Quantity	2005	Head	25	Official data
Tonga	United States of America	Cattle	Import Value	2005	1000 US$	20	Official data
Trinidad and Tobago	Barbados	Cattle	Import Quantity	1991	Head	1	Official data
Trinidad and Tobago	Barbados	Cattle	Import Value	1991	1000 US$	2	Official data
Trinidad and Tobago	Belize	Cattle	Export Quantity	1988	Head	353	Official data
Trinidad and Tobago	Belize	Cattle	Export Value	1988	1000 US$	263	Official data
Trinidad and Tobago	Cuba	Cattle	Import Quantity	1986	Head	60	Official data
Trinidad and Tobago	Cuba	Cattle	Import Value	1986	1000 US$	19	Official data
Trinidad and Tobago	Cuba	Cattle	Export Quantity	1986	Head	60	Official data
Trinidad and Tobago	Cuba	Cattle	Export Value	1986	1000 US$	25	Official data
Trinidad and Tobago	Guyana	Cattle	Export Quantity	1986	Head	1	Official data
Trinidad and Tobago	Guyana	Cattle	Export Quantity	1991	Head	5	Official data
Trinidad and Tobago	Guyana	Cattle	Export Value	1991	1000 US$	4	Official data
Trinidad and Tobago	Suriname	Cattle	Export Quantity	1996	Head	2	Official data
Trinidad and Tobago	Suriname	Cattle	Export Quantity	1997	Head	2	Official data
Trinidad and Tobago	Suriname	Cattle	Export Value	1996	1000 US$	4	Official data
Trinidad and Tobago	Suriname	Cattle	Export Value	1997	1000 US$	4	Official data
Trinidad and Tobago	United States of America	Cattle	Import Quantity	1991	Head	6	Official data
Trinidad and Tobago	United States of America	Cattle	Import Quantity	1992	Head	871	Official data
Trinidad and Tobago	United States of America	Cattle	Import Quantity	1997	Head	7	Official data
Trinidad and Tobago	United States of America	Cattle	Import Quantity	2002	Head	2	Official data
Trinidad and Tobago	United States of America	Cattle	Import Value	1991	1000 US$	15	Official data
Trinidad and Tobago	United States of America	Cattle	Import Value	1992	1000 US$	1174	Official data
Thailand	Malaysia	Cattle	Export Value	1992	1000 US$	263	Official data
Thailand	Malaysia	Cattle	Export Value	1993	1000 US$	1028	Official data
Thailand	Malaysia	Cattle	Export Value	1994	1000 US$	1691	Official data
Thailand	Malaysia	Cattle	Export Value	1995	1000 US$	2480	Official data
Thailand	Malaysia	Cattle	Export Value	1996	1000 US$	3192	Official data
Thailand	Malaysia	Cattle	Export Value	1997	1000 US$	2829	Official data
Thailand	Malaysia	Cattle	Export Value	1998	1000 US$	1361	Official data
Thailand	Malaysia	Cattle	Export Value	1999	1000 US$	407	Official data
Thailand	Malaysia	Cattle	Export Value	2000	1000 US$	267	Official data
Thailand	Malaysia	Cattle	Export Value	2001	1000 US$	489	Official data
Thailand	Malaysia	Cattle	Export Value	2002	1000 US$	647	Official data
Thailand	Malaysia	Cattle	Export Value	2003	1000 US$	842	Official data
Thailand	Malaysia	Cattle	Export Value	2006	1000 US$	125	Official data
Thailand	Malaysia	Cattle	Export Value	2007	1000 US$	922	Official data
Thailand	Malaysia	Cattle	Export Value	2008	1000 US$	15286	Official data
Thailand	Malaysia	Cattle	Export Value	2009	1000 US$	26793	Official data
Thailand	Maldives	Cattle	Export Quantity	2008	Head	1	Unofficial figure                                 
Thailand	Mexico	Cattle	Import Quantity	1988	Head	424	Official data
Thailand	Mexico	Cattle	Import Value	1988	1000 US$	2086	Official data
Thailand	Netherlands	Cattle	Import Quantity	1989	Head	211	Official data
Thailand	Netherlands	Cattle	Import Value	1989	1000 US$	268	Official data
Thailand	New Zealand	Cattle	Import Quantity	1987	Head	3129	Official data
Thailand	New Zealand	Cattle	Import Quantity	1988	Head	3787	Official data
Thailand	New Zealand	Cattle	Import Quantity	1989	Head	4423	Official data
Thailand	New Zealand	Cattle	Import Quantity	1990	Head	3367	Official data
Thailand	New Zealand	Cattle	Import Quantity	1993	Head	901	Official data
Thailand	New Zealand	Cattle	Import Quantity	1994	Head	2292	Official data
Thailand	New Zealand	Cattle	Import Quantity	1998	Head	9710	Official data
Thailand	New Zealand	Cattle	Import Quantity	2009	Head	9	Official data
Thailand	New Zealand	Cattle	Import Value	1987	1000 US$	2927	Official data
Thailand	New Zealand	Cattle	Import Value	1988	1000 US$	3630	Official data
Thailand	New Zealand	Cattle	Import Value	1989	1000 US$	4759	Official data
Thailand	New Zealand	Cattle	Import Value	1990	1000 US$	3726	Official data
Thailand	New Zealand	Cattle	Import Value	1993	1000 US$	1066	Official data
Thailand	New Zealand	Cattle	Import Value	1994	1000 US$	2740	Official data
Thailand	New Zealand	Cattle	Import Value	1998	1000 US$	7039	Official data
Thailand	New Zealand	Cattle	Import Value	2009	1000 US$	86	Official data
Thailand	Pakistan	Cattle	Import Quantity	1991	Head	119	Official data
Thailand	Pakistan	Cattle	Import Value	1991	1000 US$	484	Official data
Thailand	Panama	Cattle	Export Quantity	2008	Head	12	Official data
Thailand	Panama	Cattle	Export Value	2008	1000 US$	2	Official data
Thailand	Singapore	Cattle	Export Quantity	2007	Head	11	Unofficial figure                                 
Thailand	Singapore	Cattle	Export Value	2007	1000 US$	1	Official data
Thailand	Thailand	Cattle	Import Quantity	2007	Head	65	Official data
Thailand	Thailand	Cattle	Import Quantity	2009	Head	174	Official data
Thailand	Thailand	Cattle	Import Value	2007	1000 US$	8	Official data
Thailand	Thailand	Cattle	Import Value	2009	1000 US$	31	Official data
Thailand	United Arab Emirates	Cattle	Export Quantity	2007	Head	14	Unofficial figure                                 
Thailand	United States of America	Cattle	Import Quantity	1986	Head	28	Official data
Thailand	United States of America	Cattle	Import Quantity	1987	Head	925	Official data
Thailand	United States of America	Cattle	Import Quantity	1988	Head	780	Official data
Syrian Arab Republic	France	Cattle	Import Value	1998	1000 US$	1087	Official data
Syrian Arab Republic	France	Cattle	Import Value	1999	1000 US$	1546	Official data
Syrian Arab Republic	Germany	Cattle	Import Quantity	1989	Head	88	Official data
Syrian Arab Republic	Germany	Cattle	Import Quantity	1992	Head	3306	Official data
Syrian Arab Republic	Germany	Cattle	Import Value	1989	1000 US$	109	Official data
Syrian Arab Republic	Germany	Cattle	Import Value	1992	1000 US$	1026	Official data
Syrian Arab Republic	Lebanon	Cattle	Export Quantity	1989	Head	719	Official data
Syrian Arab Republic	Lebanon	Cattle	Export Quantity	1992	Head	155	Official data
Syrian Arab Republic	Lebanon	Cattle	Export Quantity	1998	Head	25	Official data
Syrian Arab Republic	Lebanon	Cattle	Export Value	1988	1000 US$	174	Official data
Syrian Arab Republic	Lebanon	Cattle	Export Value	1989	1000 US$	342	Official data
Syrian Arab Republic	Lebanon	Cattle	Export Value	1992	1000 US$	19	Official data
Syrian Arab Republic	Lebanon	Cattle	Export Value	1998	1000 US$	141	Official data
Syrian Arab Republic	Republic of Moldova	Cattle	Import Quantity	2004	Head	335	Unofficial figure                                 
Syrian Arab Republic	Republic of Moldova	Cattle	Import Quantity	2006	Head	7503	Official data
Syrian Arab Republic	Republic of Moldova	Cattle	Import Quantity	2007	Head	595	Official data
Syrian Arab Republic	Republic of Moldova	Cattle	Import Value	2004	1000 US$	189	Official data
Syrian Arab Republic	Republic of Moldova	Cattle	Import Value	2006	1000 US$	2169	Official data
Syrian Arab Republic	Republic of Moldova	Cattle	Import Value	2007	1000 US$	225	Official data
Syrian Arab Republic	Saudi Arabia	Cattle	Export Quantity	1998	Head	36	Official data
Syrian Arab Republic	Saudi Arabia	Cattle	Export Value	1998	1000 US$	194	Official data
Syrian Arab Republic	Uruguay	Cattle	Import Quantity	2006	Head	9138	Official data
Syrian Arab Republic	Uruguay	Cattle	Import Quantity	2007	Head	13821	Official data
Syrian Arab Republic	Uruguay	Cattle	Import Value	2006	1000 US$	2742	Official data
Syrian Arab Republic	Uruguay	Cattle	Import Value	2007	1000 US$	5006	Official data
Trinidad and Tobago	Grenada	Cattle	Export Quantity	1994	Head	1	Official data
Trinidad and Tobago	Jamaica	Cattle	Import Quantity	1989	Head	75	Official data
Trinidad and Tobago	Jamaica	Cattle	Import Value	1989	1000 US$	136	Official data
Trinidad and Tobago	Venezuela (Bolivarian Republic of)	Cattle	Export Quantity	1986	Head	150	Official data
Trinidad and Tobago	Venezuela (Bolivarian Republic of)	Cattle	Export Quantity	2003	Head	194	Official data
Trinidad and Tobago	Venezuela (Bolivarian Republic of)	Cattle	Export Value	1986	1000 US$	38	Official data
Trinidad and Tobago	Venezuela (Bolivarian Republic of)	Cattle	Export Value	2003	1000 US$	32	Official data
Trinidad and Tobago	Unspecified	Cattle	Export Quantity	1986	Head	3	Official data
Oman	Australia	Cattle	Import Quantity	1986	Head	100	Official data
Oman	Australia	Cattle	Import Quantity	1987	Head	165	Official data
Oman	Australia	Cattle	Import Quantity	1988	Head	116	Official data
Oman	Australia	Cattle	Import Quantity	1990	Head	50	Official data
Oman	Australia	Cattle	Import Quantity	1991	Head	35	Official data
Oman	Australia	Cattle	Import Quantity	1993	Head	36	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2005	1000 US$	49	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2006	1000 US$	16	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2007	1000 US$	30	Official data
Thailand	Lao People's Democratic Republic	Cattle	Import Value	2008	1000 US$	5	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	1989	Head	5	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	1993	Head	98	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	1995	Head	92	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	1996	Head	24	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	1997	Head	30	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	1998	Head	30	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2000	Head	9	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2002	Head	1	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2003	Head	102	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2004	Head	261	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2005	Head	14	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2006	Head	98	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2007	Head	1216	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2008	Head	24986	Unofficial figure                                 
Thailand	Lao People's Democratic Republic	Cattle	Export Quantity	2009	Head	100004	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	1989	1000 US$	4	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	1993	1000 US$	17	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	1995	1000 US$	61	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	1996	1000 US$	11	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	1997	1000 US$	16	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	1998	1000 US$	12	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2000	1000 US$	1	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2003	1000 US$	107	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2004	1000 US$	274	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2005	1000 US$	9	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2006	1000 US$	15	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2007	1000 US$	121	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2008	1000 US$	4660	Official data
Thailand	Lao People's Democratic Republic	Cattle	Export Value	2009	1000 US$	18353	Official data
Thailand	Mauritania	Cattle	Import Quantity	1993	Head	300	Official data
Thailand	Mauritania	Cattle	Import Value	1993	1000 US$	24	Official data
Thailand	Morocco	Cattle	Export Quantity	2001	Head	62	Official data
Thailand	Morocco	Cattle	Export Value	2001	1000 US$	8	Official data
Thailand	Philippines	Cattle	Import Quantity	1986	Head	38	Official data
Thailand	Philippines	Cattle	Import Quantity	1989	Head	30	Official data
Thailand	Philippines	Cattle	Import Value	1986	1000 US$	81	Official data
Thailand	Philippines	Cattle	Import Value	1989	1000 US$	2	Official data
Thailand	Switzerland	Cattle	Import Quantity	1999	Head	4	Official data
Thailand	Switzerland	Cattle	Import Value	1999	1000 US$	1	Official data
Thailand	United Kingdom	Cattle	Export Quantity	2007	Head	20	Official data
Thailand	Viet Nam	Cattle	Import Quantity	1999	Head	30	Official data
Thailand	Viet Nam	Cattle	Import Value	1999	1000 US$	5	Official data
Thailand	United States of America	Cattle	Import Quantity	1989	Head	1142	Official data
Thailand	United States of America	Cattle	Import Quantity	1990	Head	197	Official data
Thailand	United States of America	Cattle	Import Quantity	1991	Head	1247	Official data
Thailand	United States of America	Cattle	Import Quantity	1992	Head	1265	Official data
Thailand	United States of America	Cattle	Import Quantity	1993	Head	1372	Official data
Thailand	United States of America	Cattle	Import Quantity	1994	Head	846	Official data
Thailand	United States of America	Cattle	Import Quantity	1995	Head	500	Unofficial figure                                 
Thailand	United States of America	Cattle	Import Quantity	1996	Head	233	Official data
Thailand	United States of America	Cattle	Import Quantity	1998	Head	5	Official data
Thailand	United States of America	Cattle	Import Quantity	2002	Head	710	Official data
Thailand	United States of America	Cattle	Import Quantity	2003	Head	468	Unofficial figure                                 
Thailand	United States of America	Cattle	Import Quantity	2004	Head	60	Official data
Thailand	United States of America	Cattle	Import Quantity	2008	Head	80	Official data
Thailand	United States of America	Cattle	Import Value	1986	1000 US$	110	Official data
Thailand	United States of America	Cattle	Import Value	1987	1000 US$	3170	Official data
Thailand	United States of America	Cattle	Import Value	1988	1000 US$	2160	Official data
Thailand	United States of America	Cattle	Import Value	1989	1000 US$	2532	Official data
Thailand	United States of America	Cattle	Import Value	1990	1000 US$	1010	Official data
Thailand	United States of America	Cattle	Import Value	1991	1000 US$	3819	Official data
Thailand	United States of America	Cattle	Import Value	1992	1000 US$	3814	Official data
Thailand	United States of America	Cattle	Import Value	1993	1000 US$	4247	Official data
Thailand	United States of America	Cattle	Import Value	1994	1000 US$	2580	Official data
Thailand	United States of America	Cattle	Import Value	1995	1000 US$	625	Official data
Thailand	United States of America	Cattle	Import Value	1996	1000 US$	752	Official data
Thailand	United States of America	Cattle	Import Value	1998	1000 US$	73	Official data
Thailand	United States of America	Cattle	Import Value	2002	1000 US$	13	Official data
Thailand	United States of America	Cattle	Import Value	2003	1000 US$	12	Official data
Thailand	United States of America	Cattle	Import Value	2004	1000 US$	3	Official data
Thailand	United States of America	Cattle	Import Value	2008	1000 US$	4	Official data
Thailand	United States of America	Cattle	Export Quantity	2007	Head	2	Official data
Thailand	United States of America	Cattle	Export Quantity	2008	Head	100	Official data
Thailand	United States of America	Cattle	Export Value	2007	1000 US$	29	Official data
Thailand	United States of America	Cattle	Export Value	2008	1000 US$	5	Official data
Thailand	China	Cattle	Import Quantity	2001	Head	105	Official data
Thailand	China	Cattle	Import Quantity	2002	Head	10	Official data
Thailand	China	Cattle	Import Quantity	2003	Head	27	Official data
Thailand	China	Cattle	Import Quantity	2004	Head	206	Official data
Thailand	China	Cattle	Import Value	2001	1000 US$	14	Official data
Thailand	China	Cattle	Import Value	2002	1000 US$	1	Official data
Thailand	China	Cattle	Import Value	2003	1000 US$	3	Official data
Thailand	China	Cattle	Import Value	2004	1000 US$	23	Official data
Thailand	China	Cattle	Export Quantity	2007	Head	50	Official data
Thailand	China	Cattle	Export Quantity	2009	Head	101	Official data
Thailand	China	Cattle	Export Value	2007	1000 US$	1	Official data
Thailand	China	Cattle	Export Value	2009	1000 US$	12	Official data
Togo	Gabon	Cattle	Export Quantity	2007	Head	3	Official data
Togo	Gabon	Cattle	Export Value	2007	1000 US$	3	Official data
Togo	Ghana	Cattle	Import Quantity	1996	Head	31	Official data
Togo	Ghana	Cattle	Import Quantity	2000	Head	21	Unofficial figure                                 
Togo	Ghana	Cattle	Import Quantity	2001	Head	1	Unofficial figure                                 
Togo	Ghana	Cattle	Import Quantity	2002	Head	36	Official data
Togo	Ghana	Cattle	Import Quantity	2004	Head	22	Official data
Togo	Ghana	Cattle	Import Quantity	2005	Head	368	Official data
Togo	Ghana	Cattle	Import Value	1996	1000 US$	10	Official data
Togo	Ghana	Cattle	Import Value	2000	1000 US$	1	Official data
Togo	Ghana	Cattle	Import Value	2001	1000 US$	3	Official data
Togo	Ghana	Cattle	Import Value	2002	1000 US$	5	Official data
Togo	Ghana	Cattle	Import Value	2004	1000 US$	4	Official data
Togo	Ghana	Cattle	Import Value	2005	1000 US$	8	Official data
Togo	C??te d'Ivoire	Cattle	Import Quantity	1994	Head	7	Official data
Togo	C??te d'Ivoire	Cattle	Import Value	1994	1000 US$	1	Official data
Togo	Mali	Cattle	Import Quantity	2005	Head	10	Official data
Togo	Mali	Cattle	Import Quantity	2009	Head	47	Official data
Togo	Mali	Cattle	Import Value	2005	1000 US$	2	Official data
Togo	Mali	Cattle	Import Value	2009	1000 US$	4	Official data
Togo	Netherlands	Cattle	Export Quantity	2007	Head	1	Official data
Togo	Netherlands	Cattle	Export Value	2007	1000 US$	1	Official data
Togo	Niger	Cattle	Import Quantity	1998	Head	27	Official data
Togo	Niger	Cattle	Import Quantity	2000	Head	20	Official data
Togo	Niger	Cattle	Import Quantity	2004	Head	24	Official data
Togo	Niger	Cattle	Import Quantity	2009	Head	1	Official data
Togo	Niger	Cattle	Import Value	1998	1000 US$	2	Official data
Togo	Burkina Faso	Cattle	Import Quantity	1994	Head	811	Official data
Togo	Burkina Faso	Cattle	Import Quantity	1995	Head	406	Official data
Togo	Burkina Faso	Cattle	Import Quantity	1996	Head	279	Official data
Togo	Burkina Faso	Cattle	Import Quantity	1997	Head	217	Official data
Togo	Burkina Faso	Cattle	Import Quantity	1998	Head	88	Official data
Togo	Burkina Faso	Cattle	Import Quantity	1999	Head	48	Official data
Togo	Burkina Faso	Cattle	Import Quantity	2000	Head	727	Official data
Togo	Burkina Faso	Cattle	Import Quantity	2001	Head	3661	Unofficial figure                                 
Togo	Burkina Faso	Cattle	Import Quantity	2002	Head	1024	Official data
Togo	Burkina Faso	Cattle	Import Quantity	2004	Head	335	Official data
Togo	Burkina Faso	Cattle	Import Quantity	2005	Head	52	Official data
Togo	Burkina Faso	Cattle	Import Quantity	2007	Head	35	Official data
Togo	Burkina Faso	Cattle	Import Value	1994	1000 US$	198	Official data
Togo	Burkina Faso	Cattle	Import Value	1995	1000 US$	93	Official data
Togo	Burkina Faso	Cattle	Import Value	1996	1000 US$	68	Official data
Togo	Burkina Faso	Cattle	Import Value	1997	1000 US$	33	Official data
Togo	Burkina Faso	Cattle	Import Value	1998	1000 US$	8	Official data
Togo	Burkina Faso	Cattle	Import Value	1999	1000 US$	4	Official data
Togo	Burkina Faso	Cattle	Import Value	2000	1000 US$	31	Official data
Thailand	Viet Nam	Cattle	Export Quantity	2009	Head	5602	Official data
Thailand	Viet Nam	Cattle	Export Value	2009	1000 US$	1841	Official data
Thailand	Unspecified	Cattle	Import Quantity	1991	Head	102	Official data
Thailand	Unspecified	Cattle	Import Value	1991	1000 US$	457	Official data
Thailand	Unspecified	Cattle	Export Quantity	1990	Head	36	Official data
Thailand	Unspecified	Cattle	Export Value	1990	1000 US$	2	Official data
Thailand	China	Cattle	Import Quantity	2001	Head	105	Official data
Thailand	China	Cattle	Import Quantity	2002	Head	10	Official data
Thailand	China	Cattle	Import Quantity	2003	Head	27	Official data
Thailand	China	Cattle	Import Quantity	2004	Head	206	Official data
Thailand	China	Cattle	Import Value	2001	1000 US$	14	Official data
Thailand	China	Cattle	Import Value	2002	1000 US$	1	Official data
Thailand	China	Cattle	Import Value	2003	1000 US$	3	Official data
Thailand	China	Cattle	Import Value	2004	1000 US$	23	Official data
Thailand	China	Cattle	Export Quantity	2007	Head	164	Official data
Thailand	China	Cattle	Export Quantity	2009	Head	101	Official data
Thailand	China	Cattle	Export Value	2007	1000 US$	2	Official data
Thailand	China	Cattle	Export Value	2009	1000 US$	12	Official data
Togo	Benin	Cattle	Import Quantity	1994	Head	10	Official data
Togo	Benin	Cattle	Import Quantity	1995	Head	3	Official data
Togo	Benin	Cattle	Import Quantity	1996	Head	1	Official data
Togo	Benin	Cattle	Import Quantity	1997	Head	39	Official data
Togo	Benin	Cattle	Import Quantity	1998	Head	9	Official data
Togo	Benin	Cattle	Import Quantity	1999	Head	18	Official data
Togo	Benin	Cattle	Import Quantity	2000	Head	85	Official data
Togo	Benin	Cattle	Import Quantity	2002	Head	18	Official data
Togo	Benin	Cattle	Import Quantity	2004	Head	8	Official data
Togo	Benin	Cattle	Import Quantity	2009	Head	4	Unofficial figure                                 
Togo	Benin	Cattle	Import Value	1994	1000 US$	2	Official data
Togo	Benin	Cattle	Import Value	1995	1000 US$	1	Official data
Togo	Benin	Cattle	Import Value	1997	1000 US$	4	Official data
Togo	Benin	Cattle	Import Value	1998	1000 US$	1	Official data
Togo	Benin	Cattle	Import Value	1999	1000 US$	4	Official data
Togo	Benin	Cattle	Import Value	2000	1000 US$	1	Official data
Togo	Benin	Cattle	Import Value	2004	1000 US$	1	Official data
Togo	France	Cattle	Import Quantity	1997	Head	1	Official data
Togo	France	Cattle	Import Quantity	1999	Head	1	Official data
